Consumption (kwh), Start, End
0.420000, 2025-11-29T11:30:00+00:00, 2025-11-29T12:00:00+00:00
1.333000, 2025-11-29T12:00:00+00:00, 2025-11-29T12:30:00+00:00
0.747000, 2025-11-29T12:30:00+00:00, 2025-11-29T13:00:00+00:00
0.434000, 2025-11-29T13:00:00+00:00, 2025-11-29T13:30:00+00:00
0.479000, 2025-11-29T13:30:00+00:00, 2025-11-29T14:00:00+00:00
0.371000, 2025-11-29T14:00:00+00:00, 2025-11-29T14:30:00+00:00
0.366000, 2025-11-29T14:30:00+00:00, 2025-11-29T15:00:00+00:00
0.366000, 2025-11-29T15:00:00+00:00, 2025-11-29T15:30:00+00:00
0.357000, 2025-11-29T15:30:00+00:00, 2025-11-29T16:00:00+00:00
0.384000, 2025-11-29T16:00:00+00:00, 2025-11-29T16:30:00+00:00
0.376000, 2025-11-29T16:30:00+00:00, 2025-11-29T17:00:00+00:00
0.379000, 2025-11-29T17:00:00+00:00, 2025-11-29T17:30:00+00:00
0.378000, 2025-11-29T17:30:00+00:00, 2025-11-29T18:00:00+00:00
0.393000, 2025-11-29T18:00:00+00:00, 2025-11-29T18:30:00+00:00
0.958000, 2025-11-29T18:30:00+00:00, 2025-11-29T19:00:00+00:00
1.576000, 2025-11-29T19:00:00+00:00, 2025-11-29T19:30:00+00:00
0.809000, 2025-11-29T19:30:00+00:00, 2025-11-29T20:00:00+00:00
0.569000, 2025-11-29T20:00:00+00:00, 2025-11-29T20:30:00+00:00
0.549000, 2025-11-29T20:30:00+00:00, 2025-11-29T21:00:00+00:00
0.611000, 2025-11-29T21:00:00+00:00, 2025-11-29T21:30:00+00:00
0.689000, 2025-11-29T21:30:00+00:00, 2025-11-29T22:00:00+00:00
0.645000, 2025-11-29T22:00:00+00:00, 2025-11-29T22:30:00+00:00
0.724000, 2025-11-29T22:30:00+00:00, 2025-11-29T23:00:00+00:00
1.070000, 2025-11-29T23:00:00+00:00, 2025-11-29T23:30:00+00:00
0.908000, 2025-11-29T23:30:00+00:00, 2025-11-30T00:00:00+00:00
0.888000, 2025-11-30T00:00:00+00:00, 2025-11-30T00:30:00+00:00
1.058000, 2025-11-30T00:30:00+00:00, 2025-11-30T01:00:00+00:00
0.848000, 2025-11-30T01:00:00+00:00, 2025-11-30T01:30:00+00:00
0.821000, 2025-11-30T01:30:00+00:00, 2025-11-30T02:00:00+00:00
0.777000, 2025-11-30T02:00:00+00:00, 2025-11-30T02:30:00+00:00
0.735000, 2025-11-30T02:30:00+00:00, 2025-11-30T03:00:00+00:00
0.683000, 2025-11-30T03:00:00+00:00, 2025-11-30T03:30:00+00:00
0.631000, 2025-11-30T03:30:00+00:00, 2025-11-30T04:00:00+00:00
0.607000, 2025-11-30T04:00:00+00:00, 2025-11-30T04:30:00+00:00
0.814000, 2025-11-30T04:30:00+00:00, 2025-11-30T05:00:00+00:00
0.867000, 2025-11-30T05:00:00+00:00, 2025-11-30T05:30:00+00:00
0.895000, 2025-11-30T05:30:00+00:00, 2025-11-30T06:00:00+00:00
0.736000, 2025-11-30T06:00:00+00:00, 2025-11-30T06:30:00+00:00
0.527000, 2025-11-30T06:30:00+00:00, 2025-11-30T07:00:00+00:00
0.507000, 2025-11-30T07:00:00+00:00, 2025-11-30T07:30:00+00:00
0.507000, 2025-11-30T07:30:00+00:00, 2025-11-30T08:00:00+00:00
0.506000, 2025-11-30T08:00:00+00:00, 2025-11-30T08:30:00+00:00
0.459000, 2025-11-30T08:30:00+00:00, 2025-11-30T09:00:00+00:00
0.354000, 2025-11-30T09:00:00+00:00, 2025-11-30T09:30:00+00:00
0.387000, 2025-11-30T09:30:00+00:00, 2025-11-30T10:00:00+00:00
0.383000, 2025-11-30T10:00:00+00:00, 2025-11-30T10:30:00+00:00
0.367000, 2025-11-30T10:30:00+00:00, 2025-11-30T11:00:00+00:00
0.377000, 2025-11-30T11:00:00+00:00, 2025-11-30T11:30:00+00:00
0.398000, 2025-11-30T11:30:00+00:00, 2025-11-30T12:00:00+00:00
0.501000, 2025-11-30T12:00:00+00:00, 2025-11-30T12:30:00+00:00
1.110000, 2025-11-30T12:30:00+00:00, 2025-11-30T13:00:00+00:00
1.102000, 2025-11-30T13:00:00+00:00, 2025-11-30T13:30:00+00:00
0.829000, 2025-11-30T13:30:00+00:00, 2025-11-30T14:00:00+00:00
0.946000, 2025-11-30T14:00:00+00:00, 2025-11-30T14:30:00+00:00
0.693000, 2025-11-30T14:30:00+00:00, 2025-11-30T15:00:00+00:00
0.998000, 2025-11-30T15:00:00+00:00, 2025-11-30T15:30:00+00:00
0.992000, 2025-11-30T15:30:00+00:00, 2025-11-30T16:00:00+00:00
0.565000, 2025-11-30T16:00:00+00:00, 2025-11-30T16:30:00+00:00
0.470000, 2025-11-30T16:30:00+00:00, 2025-11-30T17:00:00+00:00
0.476000, 2025-11-30T17:00:00+00:00, 2025-11-30T17:30:00+00:00
0.471000, 2025-11-30T17:30:00+00:00, 2025-11-30T18:00:00+00:00
0.617000, 2025-11-30T18:00:00+00:00, 2025-11-30T18:30:00+00:00
0.432000, 2025-11-30T18:30:00+00:00, 2025-11-30T19:00:00+00:00
0.444000, 2025-11-30T19:00:00+00:00, 2025-11-30T19:30:00+00:00
0.448000, 2025-11-30T19:30:00+00:00, 2025-11-30T20:00:00+00:00
0.446000, 2025-11-30T20:00:00+00:00, 2025-11-30T20:30:00+00:00
0.454000, 2025-11-30T20:30:00+00:00, 2025-11-30T21:00:00+00:00
0.427000, 2025-11-30T21:00:00+00:00, 2025-11-30T21:30:00+00:00
0.431000, 2025-11-30T21:30:00+00:00, 2025-11-30T22:00:00+00:00
0.418000, 2025-11-30T22:00:00+00:00, 2025-11-30T22:30:00+00:00
0.434000, 2025-11-30T22:30:00+00:00, 2025-11-30T23:00:00+00:00
0.421000, 2025-11-30T23:00:00+00:00, 2025-11-30T23:30:00+00:00
0.490000, 2025-11-30T23:30:00+00:00, 2025-12-01T00:00:00+00:00
0.540000, 2025-12-01T00:00:00+00:00, 2025-12-01T00:30:00+00:00
0.527000, 2025-12-01T00:30:00+00:00, 2025-12-01T01:00:00+00:00
0.599000, 2025-12-01T01:00:00+00:00, 2025-12-01T01:30:00+00:00
0.612000, 2025-12-01T01:30:00+00:00, 2025-12-01T02:00:00+00:00
0.641000, 2025-12-01T02:00:00+00:00, 2025-12-01T02:30:00+00:00
0.479000, 2025-12-01T02:30:00+00:00, 2025-12-01T03:00:00+00:00
0.465000, 2025-12-01T03:00:00+00:00, 2025-12-01T03:30:00+00:00
0.460000, 2025-12-01T03:30:00+00:00, 2025-12-01T04:00:00+00:00
0.802000, 2025-12-01T04:00:00+00:00, 2025-12-01T04:30:00+00:00
0.511000, 2025-12-01T04:30:00+00:00, 2025-12-01T05:00:00+00:00
0.399000, 2025-12-01T05:00:00+00:00, 2025-12-01T05:30:00+00:00
0.862000, 2025-12-01T05:30:00+00:00, 2025-12-01T06:00:00+00:00
0.347000, 2025-12-01T06:00:00+00:00, 2025-12-01T06:30:00+00:00
0.339000, 2025-12-01T06:30:00+00:00, 2025-12-01T07:00:00+00:00
0.337000, 2025-12-01T07:00:00+00:00, 2025-12-01T07:30:00+00:00
0.322000, 2025-12-01T07:30:00+00:00, 2025-12-01T08:00:00+00:00
0.333000, 2025-12-01T08:00:00+00:00, 2025-12-01T08:30:00+00:00
0.327000, 2025-12-01T08:30:00+00:00, 2025-12-01T09:00:00+00:00
0.489000, 2025-12-01T09:00:00+00:00, 2025-12-01T09:30:00+00:00
0.571000, 2025-12-01T09:30:00+00:00, 2025-12-01T10:00:00+00:00
0.566000, 2025-12-01T10:00:00+00:00, 2025-12-01T10:30:00+00:00
0.599000, 2025-12-01T10:30:00+00:00, 2025-12-01T11:00:00+00:00
0.639000, 2025-12-01T11:00:00+00:00, 2025-12-01T11:30:00+00:00
0.617000, 2025-12-01T11:30:00+00:00, 2025-12-01T12:00:00+00:00
0.603000, 2025-12-01T12:00:00+00:00, 2025-12-01T12:30:00+00:00
0.553000, 2025-12-01T12:30:00+00:00, 2025-12-01T13:00:00+00:00
0.594000, 2025-12-01T13:00:00+00:00, 2025-12-01T13:30:00+00:00
0.614000, 2025-12-01T13:30:00+00:00, 2025-12-01T14:00:00+00:00
0.580000, 2025-12-01T14:00:00+00:00, 2025-12-01T14:30:00+00:00
0.614000, 2025-12-01T14:30:00+00:00, 2025-12-01T15:00:00+00:00
0.592000, 2025-12-01T15:00:00+00:00, 2025-12-01T15:30:00+00:00
0.633000, 2025-12-01T15:30:00+00:00, 2025-12-01T16:00:00+00:00
0.667000, 2025-12-01T16:00:00+00:00, 2025-12-01T16:30:00+00:00
0.659000, 2025-12-01T16:30:00+00:00, 2025-12-01T17:00:00+00:00
0.812000, 2025-12-01T17:00:00+00:00, 2025-12-01T17:30:00+00:00
0.726000, 2025-12-01T17:30:00+00:00, 2025-12-01T18:00:00+00:00
0.730000, 2025-12-01T18:00:00+00:00, 2025-12-01T18:30:00+00:00
0.837000, 2025-12-01T18:30:00+00:00, 2025-12-01T19:00:00+00:00
0.792000, 2025-12-01T19:00:00+00:00, 2025-12-01T19:30:00+00:00
0.745000, 2025-12-01T19:30:00+00:00, 2025-12-01T20:00:00+00:00
1.691000, 2025-12-01T20:00:00+00:00, 2025-12-01T20:30:00+00:00
0.582000, 2025-12-01T20:30:00+00:00, 2025-12-01T21:00:00+00:00
0.642000, 2025-12-01T21:00:00+00:00, 2025-12-01T21:30:00+00:00
0.603000, 2025-12-01T21:30:00+00:00, 2025-12-01T22:00:00+00:00
0.585000, 2025-12-01T22:00:00+00:00, 2025-12-01T22:30:00+00:00
0.685000, 2025-12-01T22:30:00+00:00, 2025-12-01T23:00:00+00:00
0.555000, 2025-12-01T23:00:00+00:00, 2025-12-01T23:30:00+00:00
0.876000, 2025-12-01T23:30:00+00:00, 2025-12-02T00:00:00+00:00
0.572000, 2025-12-02T00:00:00+00:00, 2025-12-02T00:30:00+00:00
1.022000, 2025-12-02T00:30:00+00:00, 2025-12-02T01:00:00+00:00
0.486000, 2025-12-02T01:00:00+00:00, 2025-12-02T01:30:00+00:00
0.585000, 2025-12-02T01:30:00+00:00, 2025-12-02T02:00:00+00:00
0.487000, 2025-12-02T02:00:00+00:00, 2025-12-02T02:30:00+00:00
0.477000, 2025-12-02T02:30:00+00:00, 2025-12-02T03:00:00+00:00
0.456000, 2025-12-02T03:00:00+00:00, 2025-12-02T03:30:00+00:00
0.460000, 2025-12-02T03:30:00+00:00, 2025-12-02T04:00:00+00:00
0.409000, 2025-12-02T04:00:00+00:00, 2025-12-02T04:30:00+00:00
0.392000, 2025-12-02T04:30:00+00:00, 2025-12-02T05:00:00+00:00
0.405000, 2025-12-02T05:00:00+00:00, 2025-12-02T05:30:00+00:00
0.408000, 2025-12-02T05:30:00+00:00, 2025-12-02T06:00:00+00:00
0.385000, 2025-12-02T06:00:00+00:00, 2025-12-02T06:30:00+00:00
0.383000, 2025-12-02T06:30:00+00:00, 2025-12-02T07:00:00+00:00
0.389000, 2025-12-02T07:00:00+00:00, 2025-12-02T07:30:00+00:00
0.367000, 2025-12-02T07:30:00+00:00, 2025-12-02T08:00:00+00:00
0.345000, 2025-12-02T08:00:00+00:00, 2025-12-02T08:30:00+00:00
0.358000, 2025-12-02T08:30:00+00:00, 2025-12-02T09:00:00+00:00
0.395000, 2025-12-02T09:00:00+00:00, 2025-12-02T09:30:00+00:00
0.550000, 2025-12-02T09:30:00+00:00, 2025-12-02T10:00:00+00:00
0.633000, 2025-12-02T10:00:00+00:00, 2025-12-02T10:30:00+00:00
0.637000, 2025-12-02T10:30:00+00:00, 2025-12-02T11:00:00+00:00
0.637000, 2025-12-02T11:00:00+00:00, 2025-12-02T11:30:00+00:00
0.744000, 2025-12-02T11:30:00+00:00, 2025-12-02T12:00:00+00:00
0.644000, 2025-12-02T12:00:00+00:00, 2025-12-02T12:30:00+00:00
0.612000, 2025-12-02T12:30:00+00:00, 2025-12-02T13:00:00+00:00
0.614000, 2025-12-02T13:00:00+00:00, 2025-12-02T13:30:00+00:00
0.662000, 2025-12-02T13:30:00+00:00, 2025-12-02T14:00:00+00:00
0.613000, 2025-12-02T14:00:00+00:00, 2025-12-02T14:30:00+00:00
0.680000, 2025-12-02T14:30:00+00:00, 2025-12-02T15:00:00+00:00
0.619000, 2025-12-02T15:00:00+00:00, 2025-12-02T15:30:00+00:00
0.619000, 2025-12-02T15:30:00+00:00, 2025-12-02T16:00:00+00:00
0.583000, 2025-12-02T16:00:00+00:00, 2025-12-02T16:30:00+00:00
0.667000, 2025-12-02T16:30:00+00:00, 2025-12-02T17:00:00+00:00
0.653000, 2025-12-02T17:00:00+00:00, 2025-12-02T17:30:00+00:00
0.635000, 2025-12-02T17:30:00+00:00, 2025-12-02T18:00:00+00:00
0.722000, 2025-12-02T18:00:00+00:00, 2025-12-02T18:30:00+00:00
2.066000, 2025-12-02T18:30:00+00:00, 2025-12-02T19:00:00+00:00
1.250000, 2025-12-02T19:00:00+00:00, 2025-12-02T19:30:00+00:00
0.928000, 2025-12-02T19:30:00+00:00, 2025-12-02T20:00:00+00:00
0.566000, 2025-12-02T20:00:00+00:00, 2025-12-02T20:30:00+00:00
0.778000, 2025-12-02T20:30:00+00:00, 2025-12-02T21:00:00+00:00
0.847000, 2025-12-02T21:00:00+00:00, 2025-12-02T21:30:00+00:00
0.634000, 2025-12-02T21:30:00+00:00, 2025-12-02T22:00:00+00:00
0.688000, 2025-12-02T22:00:00+00:00, 2025-12-02T22:30:00+00:00
0.798000, 2025-12-02T22:30:00+00:00, 2025-12-02T23:00:00+00:00
0.743000, 2025-12-02T23:00:00+00:00, 2025-12-02T23:30:00+00:00
1.045000, 2025-12-02T23:30:00+00:00, 2025-12-03T00:00:00+00:00
4.287000, 2025-12-03T00:00:00+00:00, 2025-12-03T00:30:00+00:00
1.689000, 2025-12-03T00:30:00+00:00, 2025-12-03T01:00:00+00:00
3.910000, 2025-12-03T01:00:00+00:00, 2025-12-03T01:30:00+00:00
4.400000, 2025-12-03T01:30:00+00:00, 2025-12-03T02:00:00+00:00
1.107000, 2025-12-03T02:00:00+00:00, 2025-12-03T02:30:00+00:00
4.255000, 2025-12-03T02:30:00+00:00, 2025-12-03T03:00:00+00:00
4.070000, 2025-12-03T03:00:00+00:00, 2025-12-03T03:30:00+00:00
4.023000, 2025-12-03T03:30:00+00:00, 2025-12-03T04:00:00+00:00
3.715000, 2025-12-03T04:00:00+00:00, 2025-12-03T04:30:00+00:00
1.501000, 2025-12-03T04:30:00+00:00, 2025-12-03T05:00:00+00:00
1.484000, 2025-12-03T05:00:00+00:00, 2025-12-03T05:30:00+00:00
0.661000, 2025-12-03T05:30:00+00:00, 2025-12-03T06:00:00+00:00
0.527000, 2025-12-03T06:00:00+00:00, 2025-12-03T06:30:00+00:00
0.501000, 2025-12-03T06:30:00+00:00, 2025-12-03T07:00:00+00:00
0.502000, 2025-12-03T07:00:00+00:00, 2025-12-03T07:30:00+00:00
0.515000, 2025-12-03T07:30:00+00:00, 2025-12-03T08:00:00+00:00
0.445000, 2025-12-03T08:00:00+00:00, 2025-12-03T08:30:00+00:00
0.892000, 2025-12-03T08:30:00+00:00, 2025-12-03T09:00:00+00:00
0.915000, 2025-12-03T09:00:00+00:00, 2025-12-03T09:30:00+00:00
0.591000, 2025-12-03T09:30:00+00:00, 2025-12-03T10:00:00+00:00
0.547000, 2025-12-03T10:00:00+00:00, 2025-12-03T10:30:00+00:00
0.540000, 2025-12-03T10:30:00+00:00, 2025-12-03T11:00:00+00:00
0.524000, 2025-12-03T11:00:00+00:00, 2025-12-03T11:30:00+00:00
0.553000, 2025-12-03T11:30:00+00:00, 2025-12-03T12:00:00+00:00
0.536000, 2025-12-03T12:00:00+00:00, 2025-12-03T12:30:00+00:00
0.530000, 2025-12-03T12:30:00+00:00, 2025-12-03T13:00:00+00:00
0.568000, 2025-12-03T13:00:00+00:00, 2025-12-03T13:30:00+00:00
0.571000, 2025-12-03T13:30:00+00:00, 2025-12-03T14:00:00+00:00
0.763000, 2025-12-03T14:00:00+00:00, 2025-12-03T14:30:00+00:00
1.491000, 2025-12-03T14:30:00+00:00, 2025-12-03T15:00:00+00:00
1.014000, 2025-12-03T15:00:00+00:00, 2025-12-03T15:30:00+00:00
0.944000, 2025-12-03T15:30:00+00:00, 2025-12-03T16:00:00+00:00
0.785000, 2025-12-03T16:00:00+00:00, 2025-12-03T16:30:00+00:00
0.868000, 2025-12-03T16:30:00+00:00, 2025-12-03T17:00:00+00:00
0.691000, 2025-12-03T17:00:00+00:00, 2025-12-03T17:30:00+00:00
0.678000, 2025-12-03T17:30:00+00:00, 2025-12-03T18:00:00+00:00
0.696000, 2025-12-03T18:00:00+00:00, 2025-12-03T18:30:00+00:00
0.687000, 2025-12-03T18:30:00+00:00, 2025-12-03T19:00:00+00:00
0.779000, 2025-12-03T19:00:00+00:00, 2025-12-03T19:30:00+00:00
0.609000, 2025-12-03T19:30:00+00:00, 2025-12-03T20:00:00+00:00
0.596000, 2025-12-03T20:00:00+00:00, 2025-12-03T20:30:00+00:00
0.564000, 2025-12-03T20:30:00+00:00, 2025-12-03T21:00:00+00:00
0.746000, 2025-12-03T21:00:00+00:00, 2025-12-03T21:30:00+00:00
0.539000, 2025-12-03T21:30:00+00:00, 2025-12-03T22:00:00+00:00
0.532000, 2025-12-03T22:00:00+00:00, 2025-12-03T22:30:00+00:00
0.540000, 2025-12-03T22:30:00+00:00, 2025-12-03T23:00:00+00:00
0.461000, 2025-12-03T23:00:00+00:00, 2025-12-03T23:30:00+00:00
0.468000, 2025-12-03T23:30:00+00:00, 2025-12-04T00:00:00+00:00
0.780000, 2025-12-04T00:00:00+00:00, 2025-12-04T00:30:00+00:00
0.629000, 2025-12-04T00:30:00+00:00, 2025-12-04T01:00:00+00:00
1.000000, 2025-12-04T01:00:00+00:00, 2025-12-04T01:30:00+00:00
0.432000, 2025-12-04T01:30:00+00:00, 2025-12-04T02:00:00+00:00
0.356000, 2025-12-04T02:00:00+00:00, 2025-12-04T02:30:00+00:00
0.355000, 2025-12-04T02:30:00+00:00, 2025-12-04T03:00:00+00:00
0.356000, 2025-12-04T03:00:00+00:00, 2025-12-04T03:30:00+00:00
0.338000, 2025-12-04T03:30:00+00:00, 2025-12-04T04:00:00+00:00
0.349000, 2025-12-04T04:00:00+00:00, 2025-12-04T04:30:00+00:00
0.360000, 2025-12-04T04:30:00+00:00, 2025-12-04T05:00:00+00:00
0.346000, 2025-12-04T05:00:00+00:00, 2025-12-04T05:30:00+00:00
0.347000, 2025-12-04T05:30:00+00:00, 2025-12-04T06:00:00+00:00
0.326000, 2025-12-04T06:00:00+00:00, 2025-12-04T06:30:00+00:00
0.312000, 2025-12-04T06:30:00+00:00, 2025-12-04T07:00:00+00:00
0.315000, 2025-12-04T07:00:00+00:00, 2025-12-04T07:30:00+00:00
0.338000, 2025-12-04T07:30:00+00:00, 2025-12-04T08:00:00+00:00
0.319000, 2025-12-04T08:00:00+00:00, 2025-12-04T08:30:00+00:00
0.308000, 2025-12-04T08:30:00+00:00, 2025-12-04T09:00:00+00:00
0.324000, 2025-12-04T09:00:00+00:00, 2025-12-04T09:30:00+00:00
0.375000, 2025-12-04T09:30:00+00:00, 2025-12-04T10:00:00+00:00
1.344000, 2025-12-04T10:00:00+00:00, 2025-12-04T10:30:00+00:00
2.357000, 2025-12-04T10:30:00+00:00, 2025-12-04T11:00:00+00:00
0.337000, 2025-12-04T11:00:00+00:00, 2025-12-04T11:30:00+00:00
0.337000, 2025-12-04T11:30:00+00:00, 2025-12-04T12:00:00+00:00
0.366000, 2025-12-04T12:00:00+00:00, 2025-12-04T12:30:00+00:00
0.365000, 2025-12-04T12:30:00+00:00, 2025-12-04T13:00:00+00:00
0.350000, 2025-12-04T13:00:00+00:00, 2025-12-04T13:30:00+00:00
0.310000, 2025-12-04T13:30:00+00:00, 2025-12-04T14:00:00+00:00
0.319000, 2025-12-04T14:00:00+00:00, 2025-12-04T14:30:00+00:00
0.357000, 2025-12-04T14:30:00+00:00, 2025-12-04T15:00:00+00:00
0.365000, 2025-12-04T15:00:00+00:00, 2025-12-04T15:30:00+00:00
0.396000, 2025-12-04T15:30:00+00:00, 2025-12-04T16:00:00+00:00
0.494000, 2025-12-04T16:00:00+00:00, 2025-12-04T16:30:00+00:00
0.481000, 2025-12-04T16:30:00+00:00, 2025-12-04T17:00:00+00:00
0.482000, 2025-12-04T17:00:00+00:00, 2025-12-04T17:30:00+00:00
0.481000, 2025-12-04T17:30:00+00:00, 2025-12-04T18:00:00+00:00
0.596000, 2025-12-04T18:00:00+00:00, 2025-12-04T18:30:00+00:00
0.463000, 2025-12-04T18:30:00+00:00, 2025-12-04T19:00:00+00:00
0.485000, 2025-12-04T19:00:00+00:00, 2025-12-04T19:30:00+00:00
0.473000, 2025-12-04T19:30:00+00:00, 2025-12-04T20:00:00+00:00
0.465000, 2025-12-04T20:00:00+00:00, 2025-12-04T20:30:00+00:00
0.552000, 2025-12-04T20:30:00+00:00, 2025-12-04T21:00:00+00:00
0.546000, 2025-12-04T21:00:00+00:00, 2025-12-04T21:30:00+00:00
1.572000, 2025-12-04T21:30:00+00:00, 2025-12-04T22:00:00+00:00
2.707000, 2025-12-04T22:00:00+00:00, 2025-12-04T22:30:00+00:00
3.847000, 2025-12-04T22:30:00+00:00, 2025-12-04T23:00:00+00:00
3.801000, 2025-12-04T23:00:00+00:00, 2025-12-04T23:30:00+00:00
3.772000, 2025-12-04T23:30:00+00:00, 2025-12-05T00:00:00+00:00
3.803000, 2025-12-05T00:00:00+00:00, 2025-12-05T00:30:00+00:00
3.669000, 2025-12-05T00:30:00+00:00, 2025-12-05T01:00:00+00:00
3.888000, 2025-12-05T01:00:00+00:00, 2025-12-05T01:30:00+00:00
0.710000, 2025-12-05T01:30:00+00:00, 2025-12-05T02:00:00+00:00
0.791000, 2025-12-05T02:00:00+00:00, 2025-12-05T02:30:00+00:00
3.401000, 2025-12-05T02:30:00+00:00, 2025-12-05T03:00:00+00:00
1.199000, 2025-12-05T03:00:00+00:00, 2025-12-05T03:30:00+00:00
0.712000, 2025-12-05T03:30:00+00:00, 2025-12-05T04:00:00+00:00
0.521000, 2025-12-05T04:00:00+00:00, 2025-12-05T04:30:00+00:00
0.548000, 2025-12-05T04:30:00+00:00, 2025-12-05T05:00:00+00:00
0.528000, 2025-12-05T05:00:00+00:00, 2025-12-05T05:30:00+00:00
0.483000, 2025-12-05T05:30:00+00:00, 2025-12-05T06:00:00+00:00
0.497000, 2025-12-05T06:00:00+00:00, 2025-12-05T06:30:00+00:00
0.499000, 2025-12-05T06:30:00+00:00, 2025-12-05T07:00:00+00:00
0.495000, 2025-12-05T07:00:00+00:00, 2025-12-05T07:30:00+00:00
0.488000, 2025-12-05T07:30:00+00:00, 2025-12-05T08:00:00+00:00
0.494000, 2025-12-05T08:00:00+00:00, 2025-12-05T08:30:00+00:00
0.498000, 2025-12-05T08:30:00+00:00, 2025-12-05T09:00:00+00:00
0.489000, 2025-12-05T09:00:00+00:00, 2025-12-05T09:30:00+00:00
0.530000, 2025-12-05T09:30:00+00:00, 2025-12-05T10:00:00+00:00
0.670000, 2025-12-05T10:00:00+00:00, 2025-12-05T10:30:00+00:00
0.654000, 2025-12-05T10:30:00+00:00, 2025-12-05T11:00:00+00:00
0.544000, 2025-12-05T11:00:00+00:00, 2025-12-05T11:30:00+00:00
0.542000, 2025-12-05T11:30:00+00:00, 2025-12-05T12:00:00+00:00
0.613000, 2025-12-05T12:00:00+00:00, 2025-12-05T12:30:00+00:00
0.542000, 2025-12-05T12:30:00+00:00, 2025-12-05T13:00:00+00:00
1.059000, 2025-12-05T13:00:00+00:00, 2025-12-05T13:30:00+00:00
0.806000, 2025-12-05T13:30:00+00:00, 2025-12-05T14:00:00+00:00
0.679000, 2025-12-05T14:00:00+00:00, 2025-12-05T14:30:00+00:00
0.687000, 2025-12-05T14:30:00+00:00, 2025-12-05T15:00:00+00:00
0.593000, 2025-12-05T15:00:00+00:00, 2025-12-05T15:30:00+00:00
0.567000, 2025-12-05T15:30:00+00:00, 2025-12-05T16:00:00+00:00
0.572000, 2025-12-05T16:00:00+00:00, 2025-12-05T16:30:00+00:00
0.682000, 2025-12-05T16:30:00+00:00, 2025-12-05T17:00:00+00:00
0.700000, 2025-12-05T17:00:00+00:00, 2025-12-05T17:30:00+00:00
1.220000, 2025-12-05T17:30:00+00:00, 2025-12-05T18:00:00+00:00
1.138000, 2025-12-05T18:00:00+00:00, 2025-12-05T18:30:00+00:00
1.417000, 2025-12-05T18:30:00+00:00, 2025-12-05T19:00:00+00:00
1.230000, 2025-12-05T19:00:00+00:00, 2025-12-05T19:30:00+00:00
1.405000, 2025-12-05T19:30:00+00:00, 2025-12-05T20:00:00+00:00
1.287000, 2025-12-05T20:00:00+00:00, 2025-12-05T20:30:00+00:00
0.846000, 2025-12-05T20:30:00+00:00, 2025-12-05T21:00:00+00:00
0.939000, 2025-12-05T21:00:00+00:00, 2025-12-05T21:30:00+00:00
0.977000, 2025-12-05T21:30:00+00:00, 2025-12-05T22:00:00+00:00
0.669000, 2025-12-05T22:00:00+00:00, 2025-12-05T22:30:00+00:00
0.629000, 2025-12-05T22:30:00+00:00, 2025-12-05T23:00:00+00:00
0.606000, 2025-12-05T23:00:00+00:00, 2025-12-05T23:30:00+00:00
0.567000, 2025-12-05T23:30:00+00:00, 2025-12-06T00:00:00+00:00
0.901000, 2025-12-06T00:00:00+00:00, 2025-12-06T00:30:00+00:00
1.028000, 2025-12-06T00:30:00+00:00, 2025-12-06T01:00:00+00:00
0.483000, 2025-12-06T01:00:00+00:00, 2025-12-06T01:30:00+00:00
0.664000, 2025-12-06T01:30:00+00:00, 2025-12-06T02:00:00+00:00
0.750000, 2025-12-06T02:00:00+00:00, 2025-12-06T02:30:00+00:00
0.409000, 2025-12-06T02:30:00+00:00, 2025-12-06T03:00:00+00:00
0.405000, 2025-12-06T03:00:00+00:00, 2025-12-06T03:30:00+00:00
0.392000, 2025-12-06T03:30:00+00:00, 2025-12-06T04:00:00+00:00
0.439000, 2025-12-06T04:00:00+00:00, 2025-12-06T04:30:00+00:00
0.408000, 2025-12-06T04:30:00+00:00, 2025-12-06T05:00:00+00:00
0.406000, 2025-12-06T05:00:00+00:00, 2025-12-06T05:30:00+00:00
0.395000, 2025-12-06T05:30:00+00:00, 2025-12-06T06:00:00+00:00
0.399000, 2025-12-06T06:00:00+00:00, 2025-12-06T06:30:00+00:00
0.387000, 2025-12-06T06:30:00+00:00, 2025-12-06T07:00:00+00:00
0.408000, 2025-12-06T07:00:00+00:00, 2025-12-06T07:30:00+00:00
0.413000, 2025-12-06T07:30:00+00:00, 2025-12-06T08:00:00+00:00
0.395000, 2025-12-06T08:00:00+00:00, 2025-12-06T08:30:00+00:00
0.400000, 2025-12-06T08:30:00+00:00, 2025-12-06T09:00:00+00:00
0.386000, 2025-12-06T09:00:00+00:00, 2025-12-06T09:30:00+00:00
0.398000, 2025-12-06T09:30:00+00:00, 2025-12-06T10:00:00+00:00
0.412000, 2025-12-06T10:00:00+00:00, 2025-12-06T10:30:00+00:00
0.398000, 2025-12-06T10:30:00+00:00, 2025-12-06T11:00:00+00:00
0.390000, 2025-12-06T11:00:00+00:00, 2025-12-06T11:30:00+00:00
0.430000, 2025-12-06T11:30:00+00:00, 2025-12-06T12:00:00+00:00
0.424000, 2025-12-06T12:00:00+00:00, 2025-12-06T12:30:00+00:00
0.392000, 2025-12-06T12:30:00+00:00, 2025-12-06T13:00:00+00:00
0.340000, 2025-12-06T13:00:00+00:00, 2025-12-06T13:30:00+00:00
0.809000, 2025-12-06T13:30:00+00:00, 2025-12-06T14:00:00+00:00
